target,id,date,flag,user,text
1,1960476313,Fri May 29 08:01:29 PDT 2009,NO_QUERY,jordanrocksawks,@thestuntdude good morning 
1,2053500151,Sat Jun 06 04:46:33 PDT 2009,NO_QUERY,FakerParis,@anamolly Well glad to hear that. 
0,2047977325,Fri Jun 05 14:28:19 PDT 2009,NO_QUERY,strawberrychelz,wants winter to end already!!! 
0,2061799152,Sat Jun 06 21:38:30 PDT 2009,NO_QUERY,DustinJMcClure,@jrnygirl Tell me about it Kimberly... 
0,2070347646,Sun Jun 07 17:32:06 PDT 2009,NO_QUERY,nebbed,Home internet has been down all day.  Again.    #Cox
1,2177800315,Mon Jun 15 06:43:24 PDT 2009,NO_QUERY,ekabanov,@DZone &quot;ClassLoaderLocal: How to avoid ClassLoader leaks on application redeploy&quot; http://dzone.com/qcl -- Vote it up 
1,2052824454,Sat Jun 06 02:10:00 PDT 2009,NO_QUERY,xhollyHOMOCIDEx,"just made this, wow looks really cool "
1,1970620026,Sat May 30 04:35:30 PDT 2009,NO_QUERY,mim1968,@raskenbo thank you for your kind words. I hope my jaded-ness will pass with time... 
0,2286398957,Mon Jun 22 16:23:38 PDT 2009,NO_QUERY,katherinemarsh,"@tommcfly i'm going on holiday wednesday morning, it'll be weird not watching your tweets for two weeks "
1,1751287123,Sat May 09 19:05:51 PDT 2009,NO_QUERY,taraplatt,@kidb thanks again for coming out to support us  you rock!
1,1825369513,Sun May 17 05:26:45 PDT 2009,NO_QUERY,luluuox,me+richard are too cool  js.
0,2061452592,Sat Jun 06 20:54:05 PDT 2009,NO_QUERY,Mark_Stewart1,Not all the world is United States 
0,1995776187,Mon Jun 01 14:01:45 PDT 2009,NO_QUERY,sunfeet92,Worst class ever  waaah.
1,1558142692,Sun Apr 19 07:24:49 PDT 2009,NO_QUERY,sdemed,@abenotas Thanks for being a pushover! 
1,1960157924,Fri May 29 07:30:58 PDT 2009,NO_QUERY,jessjohnson18,On way home blasting mcfly in the back of the car in the sun good times 
1,1677379521,Sat May 02 01:46:34 PDT 2009,NO_QUERY,vinker10,@LipstickNYC ok fair enough. Word contexts are hard to read on the net. Apologies! 
1,2059816042,Sat Jun 06 17:41:37 PDT 2009,NO_QUERY,letsmeetNGUYEN,hi i'm hanagie rivera and i'm at BUTCH MOOYEN'S house 
0,2324235972,Thu Jun 25 02:38:33 PDT 2009,NO_QUERY,pam_s,I finally signed up on @ rotocasted. Happily adding to my Collection n Wishlist but am annoyed the site only shows up properly on Safari 
0,2063629673,Sun Jun 07 03:26:39 PDT 2009,NO_QUERY,Luci_Hare,"@PerezHilton I hate you, that's the kind of crowd I want to hang with "
1,1963481832,Fri May 29 12:47:21 PDT 2009,NO_QUERY,Jmcfly,@unique77 You mad at me now?? 
0,1692216561,Sun May 03 19:31:21 PDT 2009,NO_QUERY,TheAngelForever,@CarrieEmmy Sad to say that in these desperate times you never know what people may do 
1,1977340503,Sat May 30 20:44:44 PDT 2009,NO_QUERY,BrittanyAnnTodd,Had fun workin on the house with the fam until G came to spoil the party...what a Debby Downer!! Still can't wait to do it again tomorrow 
0,1559321473,Sun Apr 19 10:50:08 PDT 2009,NO_QUERY,Nicholetta,@depleteduranium   stinks
1,1553707937,Sat Apr 18 14:59:57 PDT 2009,NO_QUERY,GrouchieHG,"@thentherewasnon lol, don't edit them.. I don't "
1,1685462331,Sun May 03 00:30:01 PDT 2009,NO_QUERY,SeanCon,@PorshaChante im not ya babe but................ya welcome  LoL
0,2286413137,Mon Jun 22 16:24:47 PDT 2009,NO_QUERY,wicked12,@b0tz I was so sad when I saw you on TL on NYE that you didn't go to NKOTB and i heard you couldnt go again.  I'm so sorry. I have anxiety
1,1883621681,Fri May 22 08:50:41 PDT 2009,NO_QUERY,princess_bexy,Britney tickets have arrived 
1,2069285843,Sun Jun 07 15:35:58 PDT 2009,NO_QUERY,fulhamgagsy,Ah the old routemaster 
1,1751214162,Sat May 09 18:55:53 PDT 2009,NO_QUERY,xolauren185ox,finally finished my marketing project only took me 7 hours..now just hanging out and relaxing 
1,1979398404,Sun May 31 02:52:39 PDT 2009,NO_QUERY,maddysen,@shangrey it's from ages ago  but I'm doing it again
1,1677811627,Sat May 02 04:07:04 PDT 2009,NO_QUERY,OurPlace,Good Saturday morning!  Kris - we'll try to stay healthy!    It will be good to see you and meet your babies!
1,1752617015,Sat May 09 22:26:23 PDT 2009,NO_QUERY,Sobou,@temmy_ Sounds like you got a fan in Danstorce. 
0,2215423012,Wed Jun 17 18:07:11 PDT 2009,NO_QUERY,oOClairebearOoO,finishing the band lyrics for our new song! Garage bands really hard to manage 
0,1553672659,Sat Apr 18 14:54:10 PDT 2009,NO_QUERY,Meghan_xoxo,"@lucysavagex  your boobs are growing, thats what it is"
1,2067567961,Sun Jun 07 12:34:29 PDT 2009,NO_QUERY,GSBC_wantabe,Good class! - 3 boys / 2 girls! They were great!  such a fun time!!!!
1,1679451847,Sat May 02 09:23:18 PDT 2009,NO_QUERY,varunjasuja,Off to home after working out...on my gaming skills 
1,1795269783,Thu May 14 07:28:17 PDT 2009,NO_QUERY,Q101Chicago,"Saw the Hawks' Dustin Byfuglien, Kris Versteeg &amp; Colin Fraser out in the neighborhood on this kick ass Thursday morn. Conference Finals "
1,1983190641,Sun May 31 12:40:47 PDT 2009,NO_QUERY,MattinDE,@MicheleSmith32 Go Wash!    I went up to help Mom with dinner for a few minutes.  Glad I did.  I was a bad omen for wash earlier.  GO UW!!
1,1974610055,Sat May 30 13:29:08 PDT 2009,NO_QUERY,Chloe6191,"the final  susan, julian, diversity or stavros flatly "
1,1986028564,Sun May 31 18:12:31 PDT 2009,NO_QUERY,baldeggie,I'm thinking I'm gonna myspace 4 a bit but will b checking in 
0,2185752501,Mon Jun 15 17:51:09 PDT 2009,NO_QUERY,PlaysWithSqrrls, @shanedawson i'm sad now i leave for 2 hours and u didn't even miss me  anywho um i still luv u and whats with getting a frozen turkey?
0,2239396174,Fri Jun 19 08:29:33 PDT 2009,NO_QUERY,beat,"@oresteian Actually, I have, just not as much as I thought I was. "
0,2185389666,Mon Jun 15 17:18:31 PDT 2009,NO_QUERY,louismartin11,is very very very tired 
1,2030860227,Thu Jun 04 08:59:15 PDT 2009,NO_QUERY,MissPR2point0,@stmphotography SO EXCITED!  I NEED AN OUTFIT FOR TUESDAY!  Maybe I'll bring &quot;tree&quot; along. 
0,2247554424,Fri Jun 19 19:16:17 PDT 2009,NO_QUERY,Red2127,WAS going to go up the coast but turned off my alarm and slept til now....  guess next weekend it is...
1,1988893949,Sun May 31 23:41:32 PDT 2009,NO_QUERY,iro_ny,Off to teach.. Be back at 5 
0,2052344154,Sat Jun 06 00:25:01 PDT 2009,NO_QUERY,cartrouble,LChiz: Kristin's car won't start  Thank goodness for AAA. And for ex-boys who are good with cars.
0,1992263427,Mon Jun 01 08:28:08 PDT 2009,NO_QUERY,felicityfuller,@lynnbryn oh i know the feeling well - feel a bit like that myself now lol 
1,1970680581,Sat May 30 04:49:25 PDT 2009,NO_QUERY,AbbyJOU,I have 2go !! Me and Julia going to city and we will have funny wohheoo  See u
0,2069538704,Sun Jun 07 16:03:44 PDT 2009,NO_QUERY,holleeann91,i miss ron. i think he does like me. but since he is so far aways right now it just wouldn't work 
1,1972195735,Sat May 30 08:45:23 PDT 2009,NO_QUERY,Brit_tie,"Sometimes, being spoken for is a bother, but not this time "
1,1833793540,Mon May 18 00:28:57 PDT 2009,NO_QUERY,mayhemstudios,@b1tzmast3r thanks 
1,1554108210,Sat Apr 18 16:05:25 PDT 2009,NO_QUERY,philippgabl,Why using drungs when there is music ? 
1,1976558537,Sat May 30 18:26:22 PDT 2009,NO_QUERY,Sarah2713,"So we did makeovers, played Chutes &amp; Latters, and did a Bratz photo shoot. Girls are snug in their beds and I'm watching Harper's Island "
0,2325604315,Thu Jun 25 05:45:14 PDT 2009,NO_QUERY,PratheepC,project report prep 
1,1964525461,Fri May 29 14:22:31 PDT 2009,NO_QUERY,juliaverne,"@tangokjewelry  Heehee, what a good idea! Now to wait for nighttime "
0,2205979390,Wed Jun 17 05:47:46 PDT 2009,NO_QUERY,ohvamom,"Free Cake @ The Macaroni Grill , gosh I wish I had one of these around me   http://www.shop4freebies.com/"
1,2176549745,Mon Jun 15 04:10:04 PDT 2009,NO_QUERY,Jentifa,@ComplicatedMama lol aww what a sweet hubby 
0,1694286331,Mon May 04 01:55:55 PDT 2009,NO_QUERY,janicesinclaire,monday morning 
1,1977927069,Sat May 30 22:01:29 PDT 2009,NO_QUERY,bo_dacious,"@SammyJ559 pues maybe i do, lol but jus a lil "
0,2185181537,Mon Jun 15 17:00:23 PDT 2009,NO_QUERY,credibleRainbow,"is very sad. I don't know why I bother. I always end up hurting SOMEONE. Dosen't matter how hard I try to please someone, always. "
1,1967679585,Fri May 29 20:01:19 PDT 2009,NO_QUERY,dgre1219,"after a wonderful evening, i think it's time for bed early? who am I kidding! Pass the bottle "
0,2214941060,Wed Jun 17 17:26:59 PDT 2009,NO_QUERY,JamesPelley,"I feel bad, I've been cursing the cf-18's all day, CFB trenton was receiving another soldier... "
0,1982833342,Sun May 31 11:59:41 PDT 2009,NO_QUERY,samanthabagwell,I want my own pool again 
1,1956887368,Thu May 28 22:56:55 PDT 2009,NO_QUERY,princesssmarci,No more thunder 
0,1824601651,Sun May 17 02:06:00 PDT 2009,NO_QUERY,Trayzz,Must I get up? I never get sleep-ins anymore  uggggggggh!
0,2012971322,Tue Jun 02 21:39:03 PDT 2009,NO_QUERY,arniepuff,wow i just watched the MTV movie awards on there website. poor Rob during the kiss i hope that was all intentional   
0,2176041654,Mon Jun 15 02:44:38 PDT 2009,NO_QUERY,morrgaine,Summer is almost here and that means 10 hr work days  this is when being a nanny is not too fun.
0,2053726529,Sat Jun 06 05:30:52 PDT 2009,NO_QUERY,MaddyCatTweet,"Mummy has left daddy  ...for Sims 3, daddy says she iz in Sim-coma"
1,1468487634,Tue Apr 07 01:58:42 PDT 2009,NO_QUERY,chummy828,@ettelinah@markdan_03 tra let's 'conceptualize' again 
0,1675790636,Fri May 01 20:20:14 PDT 2009,NO_QUERY,couture,the puppies are crying and trying to trick me into setting them free!!! 
1,1980502381,Sun May 31 06:55:45 PDT 2009,NO_QUERY,Chloe_Rebecca,Making me some french toast 
1,1880324986,Fri May 22 00:50:41 PDT 2009,NO_QUERY,lauramspencer,@britthewitt this is why I love you because I thought the same thing onward to so you think you can dance get ready 
0,1676218534,Fri May 01 21:24:59 PDT 2009,NO_QUERY,gobytch,I can't believe its a Friday night and I'm about to hit the sack 
0,2250676618,Sat Jun 20 01:10:20 PDT 2009,NO_QUERY,Bilaaaay,stupid internet malfunction ruined my webcam session with nick 
0,2180837719,Mon Jun 15 11:00:45 PDT 2009,NO_QUERY,mmmmmburgerrrrr,@kellytpj  blehhhhhhhh! i wanna go home. today no good.
0,1933083211,Tue May 26 22:57:15 PDT 2009,NO_QUERY,prateekgupta,@thenewbnb Aweosme!! I have a bit of busy day today 
0,2178078136,Mon Jun 15 07:09:44 PDT 2009,NO_QUERY,TheSweetHeart23,Still in class and I'm sooo hungry and tired 
1,1996212341,Mon Jun 01 14:42:46 PDT 2009,NO_QUERY,LostMarilyn,"@JeremyCShipp I checked my mail, couldn't wait, thanks again, im excited to read it "
0,2197416399,Tue Jun 16 13:45:22 PDT 2009,NO_QUERY,leannemawson,"Grrrrr, craving starburst smoothie fruity sweets, I GATE healthy eating, it's so miserable!! "
0,2054214064,Sat Jun 06 06:50:31 PDT 2009,NO_QUERY,Kim_1993,Hmm it's raining in germany 
1,2072133529,Sun Jun 07 20:27:39 PDT 2009,NO_QUERY,chioo,"banyak orang perhatian pagi ini, membuat mood jd bagus, senangnya "
0,2211040992,Wed Jun 17 12:21:19 PDT 2009,NO_QUERY,AdriNMigz,Life can b so complicated.. off to work in a few.  
1,1996358002,Mon Jun 01 14:57:08 PDT 2009,NO_QUERY,thomasfiss,Business meetings are boring...haha....thats why I make mine fun 
0,2227706229,Thu Jun 18 13:31:54 PDT 2009,NO_QUERY,harrymccarthy,Gutted I won't be at pride this year... It's gonna be amazing 
1,1972842960,Sat May 30 09:59:37 PDT 2009,NO_QUERY,tonyandcj,Eating a doughnut.........YUM!!! 
1,1989473164,Mon Jun 01 01:40:23 PDT 2009,NO_QUERY,ashleeadams,Lurking online for a good tattooist in Christchurch NZ. I decided I wanna get tattooed in every country I visit 
1,1759770597,Sun May 10 19:56:24 PDT 2009,NO_QUERY,kaelalovesyou,@darienevans cheesy but true ....hold on to those things cause you nd me both know that things could get worse  ..but we have our friends 
1,2059946111,Sat Jun 06 17:57:27 PDT 2009,NO_QUERY,marckboucher,"@headphonepete I thought about going to the curling, never been before, but I thought it would bore me "
1,1974137142,Sat May 30 12:30:56 PDT 2009,NO_QUERY,ErinnnElizabeth,i love when horrible days turn around hehe 
1,1932744799,Tue May 26 22:07:16 PDT 2009,NO_QUERY,nissie28,"just commented onlinacyxx's blog, nice header by the way. "
0,1963461097,Fri May 29 12:45:28 PDT 2009,NO_QUERY,StefanienicoleW,getting sick  cough. cough.
0,2210031038,Wed Jun 17 11:05:14 PDT 2009,NO_QUERY,vanessatorweihe,Got the new iPhone software....yessssss! Now I just need the new phone since mine can't send pictures 
1,1982923652,Sun May 31 12:09:58 PDT 2009,NO_QUERY,LittleLou92,@EllaPaigeBabe your songs are totally cool 
0,2207763379,Wed Jun 17 08:21:08 PDT 2009,NO_QUERY,alyshadeshae,"Done working! It's time for some singing music! :-D I love the Twilight Score, I play it at work and at night, but you can't sing it! "
1,1957185305,Thu May 28 23:45:32 PDT 2009,NO_QUERY,RachyTeachy,"looking forward to coffee and cake with angela today. Oh, what i'd give to win the lottery and do lunch every day! "
1,1793244820,Thu May 14 01:56:34 PDT 2009,NO_QUERY,getgood,@podnosh @ruthward Happy Birthday youse two! Many Happy Returns! Hope you're doing jack today. 
0,2261875875,Sat Jun 20 21:29:56 PDT 2009,NO_QUERY,pattylOoves,feeling sad..2morrow not a good day...but happy fathers day to all ur daddys 
0,2188567884,Mon Jun 15 22:08:15 PDT 2009,NO_QUERY,2uincy,#haveyouever Looked at someones icon thought they looked good. Then click the large pic just to realize you were wrong? 
1,1883056226,Fri May 22 07:56:11 PDT 2009,NO_QUERY,NicJJ,right im going home now bye bye tweet later in the week or over the weekend  xxx
0,2189550293,Tue Jun 16 00:18:06 PDT 2009,NO_QUERY,CarolineTimm,"now finally off to slumber. tired, sick butt must get up early to keep cleaning for mommy's visit. KEEP cleaning? that implies I have...  "
0,2218969129,Wed Jun 17 23:31:04 PDT 2009,NO_QUERY,JohnathanMac,"@aceofsabres Apparently the iPhone still likes to fuck with my dyslexia, that should have been 'Dragons' "
1,1557600176,Sun Apr 19 05:03:18 PDT 2009,NO_QUERY,DKerswell,@NatalieeStewart its addictive! :L love youuuu 
0,2039987503,Thu Jun 04 23:19:38 PDT 2009,NO_QUERY,KaraSaysSo,"@kentgarrison I completely agree. They're still an amazing band, but they've lost some seriously talented band members over the years "
1,1826452232,Sun May 17 08:32:42 PDT 2009,NO_QUERY,RangachariAnand,@aneel WolframAlpha is so slow that its not solving any problem for me right now 
0,2055138414,Sat Jun 06 08:46:11 PDT 2009,NO_QUERY,hyper_lui,clean up.. study.... fun weekend... 
1,2068873604,Sun Jun 07 14:51:24 PDT 2009,NO_QUERY,Writer__Mom,Check out my articles...  http://bit.ly/aFrD4
0,2052115509,Fri Jun 05 23:42:30 PDT 2009,NO_QUERY,shiatheninja,Just snapped my chopstick in half 
1,1686135126,Sun May 03 03:56:49 PDT 2009,NO_QUERY,micki_michelle,@DonnieWahlberg hell yeah... i would open up my door for you... 
1,2178646096,Mon Jun 15 08:00:20 PDT 2009,NO_QUERY,zuzunyvil,@vivinyvil its ok 
0,1686268717,Sun May 03 04:38:17 PDT 2009,NO_QUERY,rosehwang,@Fanny57  Noooooooooo  I wish my next reply from u will be &quot; I had a good sleep!&quot; &lt;3
1,2068499258,Sun Jun 07 14:11:07 PDT 2009,NO_QUERY,clairesays,@choxigurl they are my 'virtual' offices...  
0,2067488215,Sun Jun 07 12:26:01 PDT 2009,NO_QUERY,mlexiehayden,@HeartBreakV Ha ha!!! Sorry poo  Did you go replace your screen yet?
1,2013459081,Tue Jun 02 22:43:36 PDT 2009,NO_QUERY,KoSoVaR,"@maciekl i have dual monitor osx and dual monitor win 7 setup.. to clarify, i can use the win 7 duals but only 1 mac .. "
1,2174931617,Sun Jun 14 23:39:47 PDT 2009,NO_QUERY,samlutz,goodnight 
0,2059580607,Sat Jun 06 17:13:10 PDT 2009,NO_QUERY,manda_spoon,My best friend forgot about my birthday. 
1,2011655136,Tue Jun 02 19:21:32 PDT 2009,NO_QUERY,shwippity,"Computer just crapped itself, needs a new graphics card.  lucky I did a back up of all the websites yesterday "
0,1557384609,Sun Apr 19 03:47:09 PDT 2009,NO_QUERY,digthatjive,"Sunday night, getting ready for bed and a full week at work "
0,1795647369,Thu May 14 08:08:00 PDT 2009,NO_QUERY,niteshsingh,offline #gmail taking awful long time to sync 
0,2185659628,Mon Jun 15 17:42:52 PDT 2009,NO_QUERY,italy1,1 more day of school!! but i have 3 exams 
0,1996395391,Mon Jun 01 15:00:49 PDT 2009,NO_QUERY,ofallpieces,I'm trying to smile like Miyavi. It's not working. 
1,2002419455,Tue Jun 02 04:09:32 PDT 2009,NO_QUERY,kestrachern,@huttriver thanks for the follow    How is NZ these days?
0,1964679188,Fri May 29 14:37:32 PDT 2009,NO_QUERY,michelleraelynn,needs to find SOMETHING to wear to graduation. lol can't find anything! 
1,2039670430,Thu Jun 04 22:31:01 PDT 2009,NO_QUERY,Jourdrayann,now i have a new thing to keep me up all hours of the night that i can aimlessly keep checking every 5 seconds 
1,1824523968,Sun May 17 01:45:18 PDT 2009,NO_QUERY,melmelkachow,"@kristenstewart9 man, your like my idol  best actor ever. Hope your having fun with new moon!!"
0,2324677320,Thu Jun 25 03:46:16 PDT 2009,NO_QUERY,Z33LnR44L,"Just got out of the GP's, no more Sweets n Chocolate/Cake n proper Meat till further notice, looks like I should just become a vegetarian "
0,2221084085,Thu Jun 18 04:39:53 PDT 2009,NO_QUERY,lancew,&quot;Lance Wicks Bsc (hons)&quot; - Hmmm... I can get used to that.  Uni classification has arrived!  or  depending on the moment
1,1979434823,Sun May 31 03:01:59 PDT 2009,NO_QUERY,hot_chocers,@munchkinhugs im good  how have you been?
1,1823446738,Sat May 16 21:59:55 PDT 2009,NO_QUERY,Darkspyder86,&lt;----- One of my role models growing up 
1,1984936404,Sun May 31 16:06:04 PDT 2009,NO_QUERY,dalmaer,Did I mention that Selenium is now 1.0? Better get cracking with 2.0 now  http://seleniumhq.org (via @shs96c)
1,2175876082,Mon Jun 15 02:15:14 PDT 2009,NO_QUERY,archugen,Yay!!! Finally! I'm home! hahaha. PRIORITIES FIRST. 
1,2061649320,Sat Jun 06 21:18:47 PDT 2009,NO_QUERY,lizconno,"@AquaRuby If you're getting blocked, you're doing a good job! Just make sure to be professional! &amp; report them to twitter (&amp; @TruthTweet) "
1,2175586381,Mon Jun 15 01:24:37 PDT 2009,NO_QUERY,evbjone,@yojibee  Pretty! 
1,2058314286,Sat Jun 06 14:41:32 PDT 2009,NO_QUERY,AndrewKelsall,. .  .      .. .. .  .. ..  . ..   . .   .    .  .     .  This is &quot;Twitter&quot; in Braille 
0,2052518599,Sat Jun 06 01:00:34 PDT 2009,NO_QUERY,MadGerald,I have a spot on my back. Do you think room service will come get it for me? The downside to being a singleton 
1,1694256890,Mon May 04 01:47:38 PDT 2009,NO_QUERY,CameronSmith93,Have been practicing for the last 40 minutes. I don't think 40 minutes will suffice for 7-days worth... More later 
1,1792793486,Thu May 14 00:15:55 PDT 2009,NO_QUERY,Diehardgamer,Pretty amazing and awesome guitar riffage in this classic metal song  ? http://blip.fm/~68waw
1,2191903802,Tue Jun 16 06:10:26 PDT 2009,NO_QUERY,iLoveSeventeen,@meSerah haha. okay  what's it about??
0,1752527313,Sat May 09 22:10:24 PDT 2009,NO_QUERY,sdiamondjones,im backkk!! and want what i cant have 
1,1977305885,Sat May 30 20:38:57 PDT 2009,NO_QUERY,specialksd,@carondg She hit her head on the edge of the wall so she'll hv a nice ltl vertical scar on her forehead. Bangs are a godsend 
0,2237599416,Fri Jun 19 06:03:58 PDT 2009,NO_QUERY,WHEREonPre,Dctalk:  it doesn't work http://tinyurl.com/lde5xl
0,1932569462,Tue May 26 21:44:20 PDT 2009,NO_QUERY,XuxAle,@gogreen18 hey what do u think about this? it kinda shocked me. scary  http://bit.ly/Vprer
1,1880324656,Fri May 22 00:50:37 PDT 2009,NO_QUERY,K8YDID,"Woooo! :@ What a long day, I'm pooped. Getting up in 7 hours though, so we can be at Disneyland when it opens tomorrow! "
1,1880513255,Fri May 22 01:30:42 PDT 2009,NO_QUERY,BrownSugarLX,@Mr_LasVegas Awwww ur sooo sweet!  
1,1833964769,Mon May 18 01:06:39 PDT 2009,NO_QUERY,Melissa_Gibbs20,Photo: Only two more weeks and their ears open!  http://tumblr.com/xvg1t4sqd
0,2186835492,Mon Jun 15 19:24:24 PDT 2009,NO_QUERY,AmayaLove,"still sitting under the dryer, my neck hurts "
1,1551520539,Sat Apr 18 09:16:27 PDT 2009,NO_QUERY,Sims_Galore,@ConnorJack ooh i love the top one 
0,2189986055,Tue Jun 16 01:26:49 PDT 2009,NO_QUERY,cole007,@ironicpete apparently it's an American thing to make card companies money so I don't qualify 
1,2014795913,Wed Jun 03 02:42:55 PDT 2009,NO_QUERY,dda,@drilbu That's a sticker you should keep 
1,2175761477,Mon Jun 15 01:55:27 PDT 2009,NO_QUERY,PrissBish,"@herojaejoong A MUST READ!!! be verified... http://twitter.com/help/verified  good for you, and safe for your fans.. Looking out for you "
0,2051170813,Fri Jun 05 20:57:02 PDT 2009,NO_QUERY,BecReedman,@loganlamson  Hard to find a new job in this climate!  Check out what I started doing when I left my job http://bit.ly/16lR51
1,2190784809,Tue Jun 16 03:43:11 PDT 2009,NO_QUERY,foamcow,Come on... who wants to be on this list of people that want to be on a list?  Retweet it like crazy! Get revenge on the listers! 
1,1470184032,Tue Apr 07 08:35:53 PDT 2009,NO_QUERY,KillerKoel,"@joltonline  Thanks , will report anything I find from this fine day of gaming "
0,2055286897,Sat Jun 06 09:02:32 PDT 2009,NO_QUERY,anidontknowgirl,I hate the &quot;your mum/mom is so fat&quot; jokes! 
1,2190562356,Tue Jun 16 03:05:04 PDT 2009,NO_QUERY,turtlez,Watching talkin bout your generation and then NCIS  should be a good night :p
0,1556743960,Sun Apr 19 00:08:19 PDT 2009,NO_QUERY,robocoprabbit,is at work. It looks like it going to be a beautiful day. Today is the last day I see my husband for 5 weeks 
1,1692888759,Sun May 03 21:01:37 PDT 2009,NO_QUERY,JulietWeybret,I thought those we 2 pretty legit sentences from the &quot;Prejudice&quot; essay i'm writing 
1,2189034098,Mon Jun 15 23:05:38 PDT 2009,NO_QUERY,wongkelly,@ParksPathToCash Good night! Its 1405hrs Malaysia time 
0,2213453576,Wed Jun 17 15:23:41 PDT 2009,NO_QUERY,sahra_t,Getting upset as connection keeps dropping in the middle of downloading the iPhone update! 
0,2235129950,Fri Jun 19 00:29:41 PDT 2009,NO_QUERY,Me_Mason,Morning All!  .... Getting ready to go to work... Wheres my coffee gone? 
1,2014825131,Wed Jun 03 02:48:46 PDT 2009,NO_QUERY,jcvangent,@sandra too many new faces yesterday...will be on the look-out next time 
0,1989776961,Mon Jun 01 02:46:23 PDT 2009,NO_QUERY,saraahxox,"i waaant more @replies      ohyeah, i'll make one right now. @saraahxox"
1,1997331164,Mon Jun 01 16:39:49 PDT 2009,NO_QUERY,charleneisabel,@miketrudell whens the next installment of player cam gonna be up? I enjoyed  lookin up shannon breezys nose 4 the majority of the last 1 
0,1967306419,Fri May 29 19:20:24 PDT 2009,NO_QUERY,Repoed,@SpikesBitch I know  I'm tired of the BS.
0,1825173868,Sun May 17 04:39:53 PDT 2009,NO_QUERY,jeanneava,"yay #GilmoreGirlsSunday today watching season 3 again, but I wanna have a 8th season or a movie "
0,2260618830,Sat Jun 20 19:30:33 PDT 2009,NO_QUERY,Jobro25,wishes i was in texas 
1,1989684420,Mon Jun 01 02:26:13 PDT 2009,NO_QUERY,misskittenx,"@todayiszeroday i have to go to school to perform for mrs millar and get my photo taken, will come back here later though  ly x"
1,2052580630,Sat Jun 06 01:13:41 PDT 2009,NO_QUERY,BeckyPidz,"@seanpaull Yeah someone did upset me tbh and it weren't that cricket, even thou it was shit!! Yeah fingers crossed  x"
0,1795121204,Thu May 14 07:11:52 PDT 2009,NO_QUERY,cassiopeiadoes,"@alexxaviertb at least ur Actually revising... i feel like a right idiot, but brain just can't compute... "
1,2174456843,Sun Jun 14 22:35:29 PDT 2009,NO_QUERY,tarantella,"Oh si, tabs de the sound of animals fighting "
1,1559675672,Sun Apr 19 11:45:44 PDT 2009,NO_QUERY,sn33kers,Sounds like fun 
1,2054719326,Sat Jun 06 07:57:05 PDT 2009,NO_QUERY,EdwinaGraceKent,@stef_mitchell you're so pretty you should step out from behind your camera lens  hope you're enjoying darwin x
0,2065802340,Sun Jun 07 09:19:10 PDT 2009,NO_QUERY,Chilli_chowda,Been quite a boring day..... But i dont want monday to come 
1,1558533572,Sun Apr 19 08:40:02 PDT 2009,NO_QUERY,RealWorldCara,Off to church! Thanking God for the blessed life that I have  without him nothing is possible
1,1983451619,Sun May 31 13:10:54 PDT 2009,NO_QUERY,ebonisanchez,yummmmmmmm fooooooooooooooooood 
0,2176443753,Mon Jun 15 03:53:31 PDT 2009,NO_QUERY,ItsNotAPorkChop,Really scared now 
0,2300469136,Tue Jun 23 14:11:09 PDT 2009,NO_QUERY,rogerism,having no luck finding a place in manhattan  anyone need a roomie?
0,2233294125,Thu Jun 18 21:08:15 PDT 2009,NO_QUERY,annalunoe,last ny gigs completed 
1,1880869753,Fri May 22 02:47:42 PDT 2009,NO_QUERY,deyy,"I've got a date with Brendan tomorrow. &lt;3 Oh it's going to be pretty cold but that's alright, I got him to keep me warm. "
0,2183209865,Mon Jun 15 14:11:38 PDT 2009,NO_QUERY,TheUltimateGeek,"Enjoyed his first day back at work, is now tired  -  shame I have to back tomorrow  "
0,2182544544,Mon Jun 15 13:18:45 PDT 2009,NO_QUERY,AriellaEllaEh,I love my mom...never ever meant to hurt her feelings...I was just being facetious 
0,1551295047,Sat Apr 18 08:40:26 PDT 2009,NO_QUERY,courtneyreece,At Thunder! But they are telling people to take their tents down.  Well we aren't until all the other hundreds of people do! So there.
0,2265045357,Sun Jun 21 05:38:48 PDT 2009,NO_QUERY,IPinthecorner,Tried to do some maths earlier - really can't do straight line  Not looking forward to maths tomorrow at all.
1,1981221100,Sun May 31 08:41:21 PDT 2009,NO_QUERY,soveren,I hate decisions 
0,1969571448,Sat May 30 00:28:32 PDT 2009,NO_QUERY,afrakkingbet,"Should I im brian, or shouldn't I? God so indecisive. His SO hates me. "
1,1826984751,Sun May 17 09:44:37 PDT 2009,NO_QUERY,Losermonkey003,now** sorry... and I can't wait to hang out with Shawn 
1,1981264887,Sun May 31 08:47:14 PDT 2009,NO_QUERY,MAXine915,"@@vintagepolka I want i want *waves hands*. haha. Aww icic. Ikr the design's r hard to find. well, nevermind then. "
1,2046866172,Fri Jun 05 12:48:27 PDT 2009,NO_QUERY,eviegarland,Going to Denny's for lunch with my mommy. 
0,2177403493,Mon Jun 15 06:02:43 PDT 2009,NO_QUERY,jenniferhandy,is really really suffering with sunburn 
1,1573006382,Mon Apr 20 23:21:11 PDT 2009,NO_QUERY,RuwayneNell,"Ok so I couldn't do it, it was THAT nasty! So instead I'm eating sushi! "
1,1882197546,Fri May 22 06:25:23 PDT 2009,NO_QUERY,Injoy1984,"Here at Henry's, waiting to go to breakfast. "
